co2_ch4_n2o_scope_1_3,carbon_intensity,emission_reduction_policy,carbon_neutral_commitment,air_emissions_sox_nox_pm,land_area_affected,biodiversity_protection_actions,fsc_pefc_certified_sourcing,climate_risk_assessment_done,resilience_score,environmental_fines,iso_14001_exists,reporting_quality_score,green_product_revenue,green_buildings_area,resource_efficiency_index,total_energy_consumption,renewable_energy_share,hazardous_waste_generated,recyclable_packaging_share,toxic_spills,waste_recycled_share,water_withdrawal,emf_exposure,gmo_products,ods_emissions,safety_transparency_trials,collective_bargaining_coverage,fair_wage_gap,community_investment,health_impact_score,csr_contribution,customer_satisfaction_score,hiv_program_coverage,human_rights_violations,diversity_representation,child_labor_compliance,indigenous_consent_verification,access_to_services,healthcare_access_employees,animal_welfare_compliance,training_hours,turnover_rate,injury_frequency_rate,contract_compliance,union_membership,product_safety_compliance,responsible_marketing_compliance,supplier_audits,esg_oversight_policy,board_diversity,governance_compliance_score,esg_incentive_bonus,assurance_score,green_financing,ceo_chair_split,auditor_independence_score,ethical_breaches,anti_competitive_violations,corruption_cases,privacy_compliance,financial_inclusion,global_compact_membership,shareholder_rights_score,site_closure_plan,tax_transparency_reporting,lobby_spending,systemic_risk_level,market_price_share,market_value_equity,majority_shareholder_shares,minority_shareholder_shares,outstanding_shares,largest_shareholder_pct,majority_shareholder_pct,minority_shareholder_pct,total_shares,military_connection_risk_head,asset_growth_pct,birthdate_risk_head,capital_expenditure,capital_intensity_fixed_asset,cash_and_equivalent,cash_dividend,cash_holding,cash_turnover,operation_complexity,current_ratio,debt_to_equity_ratio,depreciation,dividend_payout_ratio,dividend_per_share,eps,earnings_after_tax,ebit,earnings_quality,financial_expenses,goodwill,gross_sales,human_capital_cost,income_tax,intangible_assets,lag_inventory,lag_net_sales,ln_cash_equivalent,market_price_high,market_price_low,market_price_open,net_inventory,net_sales,net_working_capital,pe_ratio,retained_earnings,times_interest_earned,tobins_q,z1,z2,z3,z4,z5,incorporation_year,ipo_year,num_business_segments,num_employee,reporting_year,nace,asset_turnover,capital_intensity,cash_ratio,debt_maturity,debt_to_asset_ratio,operating_leverage,eat_growth,fixed_asset_intensity,gross_profit_margin,lag_cf_operating,net_cf_investing,net_cf_operating,net_profit_margin,pbv,quick_ratio,roa_eat,solvency_ratio,account_receivable,current_asset,current_liabilities,fixed_asset,inventory_turnover,lag_market_price,lag_total_asset,non_current_asset,roe_eat,total_asset,total_debt,total_equity
43.28,90.77,0.0,0.0,,,1.0,,0.0,66.28,73.9,0.0,20.63,47.42,94.5,12.67,30.88,56.69,64.29,36.49,,48.58,71.5,,,,,21.21,47.26,14.79,51.49,32.88,48.24,9.07,25.0,13.96,0.0,0.0,60.17,20.88,,27.2,30.0,20.21,0.0,62.13,25.63,1.0,1.0,1.0,51.35,40.3,0.0,57.2,47.95,1.0,26.44,11.0,23.0,21.0,0.0,6.91,0.0,19.64,,0.0,75.5,,505046.54,151025.29,141974.62,408544.23,325183.84,987756.1193,548737.32,158266.44,119192.64,,274730.61,,206989.74,,216598.23,602334.4,498864.75,,,4.093,0.104,44386.97,492682.57,940891.55,221295.91,846138.53,501394.55,4.404,407064.95,555037.8,,10717.502999999999,916778.17,685757.49,,,232861.26,703654.27,78485.49,654306.82,,,84101.16,3.628,18785.1769,1.299,,,,,,,1988.0,1958.0,835279.45,498574.805,1997.0,,,,4.796,473377.44,1.845,,371441.19,,,,412335.68,742907.25,295600.61,3.654,0.598,795328.38,4.031,44622.05,537104.37,80550.67,695015.69,,623301.57,458310.83,310331.96,383674.85,828103.51,522496.82,834373.09
1.2610000000000001,69.28,0.0,0.0,,,1.0,,1.0,41.01,35.43,0.0,5.33,50.45,82.38,50.66,67.33,57.17,83.88,66.26,,4.84,50.83,,,,,45.25,37.64,18.25,23.72,42.55,1.21,25.85,25.0,85.55,0.0,0.0,32.52,58.89,,72.92,74.33,3.29,0.0,10.25,56.45,0.0,1.0,0.0,4.8,51.385,1.0,61.64,20.29,0.0,48.96,46.0,18.0,24.0,0.0,50.05,1.0,48.99,,1.0,94.26,,368047.31,859282.57,699721.71,78368.9,208197.34,495903.84,38996.59,135699.35,493223.05,,821708.07,,851249.35,,425350.52,144975.74,116290.27,,,4.417,3.956,275267.77,362390.28,859205.66,180194.78,786653.1,147923.06,2.4495,851809.89,267177.28,,201572.21,271532.46,342365.27,,,354057.61,570339.48,684754.88,257034.57,,,547976.69,2.495,357594.59,1.473,,,,,,,1985.0,2013.0,822192.75,692562.79,1954.0,,,,3.042,901824.7,2.61,,31677.46,,,,640707.12,181903.36,435079.27,1.839,2.578,32140.49,2.5635000000000003,122944.71,264603.45,301315.35,62859.33,,589289.3,11062.4995,411307.43,159739.51,163114.58,74029.49,556091.09
73.78,41.65,1.0,0.0,,,1.0,,1.0,11.45,23.86,1.0,51.49,85.98,5.18,55.76,65.92,94.02,56.61,15.51,,46.75,39.3,,,,,52.93,35.08,37.69,63.83,68.46,50.32,22.79,37.0,87.79,1.0,1.0,30.28,17.79,,5.08,69.85,52.07,1.0,91.2,63.83,1.0,1.0,0.0,26.41,51.385,1.0,87.23,97.69,1.0,80.8,42.0,26.0,10.0,0.0,17.08,1.0,5.6,,1.0,43.6,,608494.76,556242.32,645957.05,325439.76,12501.8786,495903.84,218001.3,845151.3,950018.11,,934896.0,,339985.72,,447003.63,497080.13,669953.8,,,2.3,2.15,41617.94,222926.62,417354.17,669617.69,307164.16,500458.55,2.4495,406878.23,912181.87,,495687.42,934923.54,193538.08,,,7501.69,297942.92,798481.24,553162.32,,,212888.24,2.495,553464.82,0.857,,,,,,,1978.0,2007.0,304198.48,635896.2,1987.0,,,,0.379,180272.85,3.238,,251478.86,,,,710868.02,932570.65,804117.89,2.897,2.32,897505.97,1.288,872469.05,640403.69,127943.55,308152.47,,466062.26,88353.8,620074.98,55117.27,71814.35,814904.34,493826.31
50.07,16.06,1.0,0.0,,,0.0,,1.0,25.22,9.45,1.0,46.14,46.67,66.88,36.8,65.45,50.24,84.8,53.87,,79.2,56.56,,,,,38.88,51.36,78.63,50.629999999999995,29.66,50.32,66.14,42.0,16.31,1.0,1.0,72.6,11.37,,73.83,97.07,97.75,1.0,4.94,84.5,0.0,1.0,0.0,32.15,68.56,0.0,45.1,31.38,1.0,6.37,43.0,48.0,10.0,0.0,96.56,0.0,45.79,,0.0,49.01,,155124.07,19829.39,414152.04,601073.65,283978.82,550252.21,502812.9,383309.02,264355.62,,311802.04,,207327.2,,895087.86,877674.98,418918.33,,,3.717,2.029,215367.61,590809.52,27392.58,501227.0,212241.18,367776.63,2.771,139861.98,504752.73,,562175.17,104003.82,420078.37,,,950261.18,485731.71,490137.1,669605.44,,,670155.79,1.945,233634.92,3.535,,,,,,,2021.0,1959.0,423353.83,817989.5,2006.0,,,,4.243,624755.19,2.829,,988685.9003999999,,,,497281.14,508526.035,470283.66000000003,3.052,2.578,888793.73,4.522,598867.76,893063.54,250069.61,499741.32,,985305.49,412077.6,847388.68,223190.49,978527.32,390291.15,368885.74
16.1,63.79,1.0,1.0,,,1.0,,1.0,40.8,9.85,1.0,97.94,98.8099,74.66,96.09,95.47,70.12,19.27,4.79,,48.61,49.94,,,,,62.06,50.9,73.07,37.54,8.1,50.32,45.87,17.0,31.46,1.0,1.0,57.72,60.07,,32.46,80.99,39.67,1.0,32.51,65.15,1.0,0.0,0.0,6.73,56.37,1.0,8.4,33.18,1.0,2.42,15.0,42.0,24.0,1.0,1.25,0.0,92.77,,1.0,49.88,,470738.57,232932.03,97109.66,19678.0,682349.49,708567.15,502812.9,411631.88,786388.89,,179044.89,,906429.39,,396589.97,497080.13,350226.52,,,1.699,2.155,287211.43,655678.79,536440.12,814416.8,96140.45,195860.17,2.458,568574.85,342138.63,,501681.65,462620.46,15095.76,,,798210.04,720843.33,470302.4,669874.97,,,516656.83,3.541,320006.0,2.68,,,,,,,2003.0,1987.0,704886.22,837880.72,1967.0,,,,4.827,492933.21499999997,1.873,,393254.89,,,,36520.8,56488.81,523410.49,1.387,3.661,509563.385,0.823,171585.4,119260.39,993973.527,242897.63,,695920.48,631595.09,493954.66000000003,830991.82,565837.34,216587.16,110112.44
44.39,50.39,0.0,0.0,,,0.0,,0.0,78.44,73.37,0.0,78.39,63.83,44.07,45.21,26.01,88.37,19.77,50.004999999999995,,48.61,86.85,,,,,90.21,49.7,15.24,69.5,32.46,50.32,28.93,25.0,66.29,0.0,1.0,31.32,48.36,,74.3,75.28,27.73,0.0,20.68,84.66,0.0,0.0,1.0,96.31,67.15,1.0,38.03,49.58,0.0,78.92,12.0,21.0,48.0,1.0,68.91,0.0,73.67,,0.0,88.59,,195858.35,507706.45,485790.92,68836.05,828325.24,877668.61,619973.56,503910.92000000004,655258.82,,978669.16,,888266.0,,493047.46,497080.13,498864.75,,,0.523,0.903,50842.78,457669.11,484149.47,431959.41,917145.84,817042.98,1.119,504882.74,218725.3,,740714.83,759933.85,173088.82,,,495266.865,57223.58,636987.51,598362.46,,,631182.79,0.324,84331.58,0.169,,,,,,,2020.0,1953.0,249922.01,573427.41,1976.0,,,,2.287,752032.85,1.002,,886506.98,,,,909979.86,552777.76,929060.34,1.125,3.831,479044.43,0.845,661095.09,672762.87,139550.61,224525.45,,94742.64,660473.34,638768.49,185089.25,190740.44,522496.82,927752.25
36.48,34.93,0.0,1.0,,,1.0,,0.0,59.97,50.18,1.0,82.07,9.58,47.71,72.46,50.05,72.12,92.84,68.31,,27.31,42.18,,,,,22.54,67.86,22.32,91.86,5.36,44.89,23.95,33.0,49.165000000000006,1.0,1.0,65.08,79.02,,7.2,17.51,59.87,0.0,26.42,41.98,0.0,1.0,1.0,99.0799,12.51,1.0,39.87,61.9,1.0,47.99,22.0,21.0,1.0,0.0,83.19,0.0,36.19,,1.0,54.95,,245094.84,134899.85,887667.54,561756.31,941847.74,266822.65,665352.99,437909.08,179374.27,,811304.22,,300230.63,,833482.91,864916.05,63289.02,,,3.958,3.053,697593.92,421858.71,460221.84,211747.32,490973.62,501394.55,2.704,967494.05,987415.0218999999,,267815.4,975131.79,610861.6,,,544482.18,654968.26,243766.16,263332.43,,,891795.64,1.66,913754.96,0.375,,,,,,,2010.0,1965.0,387678.72,67981.3,1987.0,,,,0.08202000000000001,177864.82,1.104,,804337.9,,,,387648.34,97122.36,538729.57,1.309,4.942,85554.7,4.468,308960.85,253899.15,722762.42,814172.26,,149820.81,306262.36,111436.68,372754.74,825476.01,467938.23,436075.82
56.1,20.4,0.0,1.0,,,0.0,,1.0,73.89,96.59,1.0,61.75,20.94,61.63,64.84,1.41,38.18,56.75,53.34,,48.61,95.47,,,,,63.95,50.42,59.56,45.76,35.69,95.06,21.48,21.0,38.61,1.0,1.0,49.76,76.83,,52.88,10.64,48.91,1.0,81.42,91.69,1.0,0.0,1.0,51.35,64.52,0.0,12.24,32.61,0.0,86.83,37.0,48.0,24.0,1.0,47.32,0.0,27.65,,1.0,6.05,,44105.8,507706.45,942047.39,206136.44,227944.02,987756.1193,395831.58,359437.81,840591.0,,805297.96,,79125.43,,857538.42,794756.21,571791.74,,,2.691,0.687,251573.25,38535.19,411034.03,886331.82,506753.64,501394.55,2.4495,702355.11,242339.43,,876420.39,123019.45,734760.59,,,7501.69,974810.46,522566.31,783246.34,,,578666.87,0.959,209589.73,0.314,,,,,,,1978.0,1963.0,179908.55,312644.7,2012.0,,,,0.531,854643.9,1.124,,466576.5,,,,989727.7331,652136.86,150754.59,1.651,4.558,509563.385,0.842,940848.94,914931.7,351274.76,469157.29,,213118.82,502616.33,883732.62,701551.79,477286.28,75985.95,299928.7
50.075,50.39,0.0,1.0,,,0.0,,0.0,49.945,15.46,0.0,39.22,11.94,73.48,15.81,50.05,50.24,20.38,71.16,,58.82,19.46,,,,,55.8,90.92,6.56,50.629999999999995,16.28,30.11,98.01,25.0,59.64,1.0,1.0,76.9,81.72,,4.44,37.67,48.91,1.0,11.57,24.71,1.0,1.0,1.0,41.63,62.23,1.0,68.16,48.355000000000004,1.0,48.2,1.0,16.0,3.0,1.0,6.94,1.0,81.49,,1.0,26.89,,757295.58,719487.39,146145.1,157383.59,871502.21,779317.57,837080.14,652005.74,492763.49,,674442.82,,225235.38,,525718.86,146751.48,629509.06,,,2.796,2.5,255815.39,367363.43,69043.28,937425.75,767668.25,991063.1913999999,2.4495,96449.11,615473.18,,586063.11,654084.17,499025.73,,,338039.65,541744.61,260563.1,809692.58,,,216181.47,2.864,70623.85,4.466,,,,,,,2004.0,1994.0,505073.67000000004,366260.32,1960.0,,,,0.291,352919.32,3.713,,505898.69,,,,872326.88,389323.13,457064.94,1.161,3.701,509563.385,0.782,530201.52,496741.705,9847.1514,965192.33,,822660.39,26607.73,687585.01,906826.71,552306.13,768692.92,274657.61
84.2,16.69,1.0,1.0,,,1.0,,1.0,41.3,39.75,0.0,26.51,50.45,3.38,15.49,16.4,39.67,96.92,1.0415000000000003,,71.29,35.57,,,,,49.855000000000004,38.8,26.39,32.95,44.27,53.42,78.24,47.0,74.66,1.0,0.0,18.19,4.4,,27.01,18.46,49.22,0.0,26.64,42.8,1.0,0.0,1.0,78.16,10.13,0.0,79.62,91.85,1.0,48.96,24.0,12.0,24.0,0.0,76.43,0.0,45.57,,1.0,97.82,,408542.87,570424.8,485790.92,388938.6,696923.26,495903.84,340914.23,395539.66,395264.57,,48656.06,,116277.77,,665230.11,292111.4,233152.03,,,2.771,0.364,567113.35,366887.64,519837.62,470842.26,818428.19,194784.31,4.027,851358.94,463998.55,,760108.26,320038.07,175161.19,,,355308.78,196628.31,201975.01,500561.86,,,168317.42,3.675,261769.77,0.588,,,,,,,2006.0,1960.0,548938.44,42629.6,1997.0,,,,3.333,243402.32,2.282,,55817.07,,,,785283.89,442553.33,605140.99,3.111,4.312,912208.02,2.321,500315.86,346636.59,77578.23,119749.94,,264249.85,97914.31,492468.8,930017.82,973331.41,463250.51,952972.73
54.48,14.98,0.0,0.0,,,0.0,,0.0,14.49,15.17,1.0,59.71,97.31,72.2,48.87,53.29,20.13,73.29,35.51,,63.45,68.93,,,,,56.78,79.83,50.48,82.26,64.54,46.19,31.6,3.0,30.72,1.0,0.0,53.35,5.64,,11.29,90.96,48.91,0.0,85.91,20.28,0.0,0.0,0.0,87.41,65.07,1.0,52.89,72.83,0.0,6.48,21.0,4.0,23.0,1.0,89.51,1.0,7.13,,1.0,71.42,,783041.56,433602.82,499052.09,831342.1,775666.95,757239.61,890166.46,270620.81,814179.69,,211915.07,,236446.32,,445558.79,354157.6,250632.88,,,3.464,0.655,15874.713000000002,261751.2,51918.0,583433.49,204514.05,902664.64,2.4495,894901.73,163271.22,,495687.42,436590.96,623818.83,,,366412.06,822962.52,114566.35,187326.41,,,10258.15,2.93,223174.01,0.343,,,,,,,2003.0,2023.0,968308.67,578940.93,1957.0,,,,2.523,667497.24,2.45,,724479.14,,,,155829.75,508526.035,375163.05,4.617,3.343,547987.56,2.25,142344.34,340958.37,963227.0,392396.46,,964100.83,283822.75,153015.47,501212.11,661898.37,485171.51,496507.32
21.94,50.39,1.0,0.0,,,0.0,,0.0,51.37,42.46,1.0,83.67,30.81,11.86,83.16,24.44,1.19,0.9801,85.95,,21.21,25.21,,,,,43.37,9.12,70.36,50.629999999999995,10.94,94.52,22.03,25.0,92.08,0.0,0.0,8.95,94.07,,83.13,48.88,94.08,1.0,47.49,67.3,0.0,0.0,1.0,1.2902,45.8,0.0,49.56,13.24,0.0,19.23,20.0,37.0,37.0,0.0,6.91,1.0,97.7,,1.0,12.32,,497553.52,871178.47,840167.23,812946.26,406184.03,317851.65,851117.25,967952.52,843019.5,,761762.66,,363811.95,,493047.46,497080.13,875072.57,,,4.741,3.907,988617.9381999999,651855.03,498529.63,816724.52,529080.96,156354.15,0.806,504882.74,492683.81,,860186.36,626261.8,499025.73,,,306302.58,506129.45,750761.56,259997.7,,,9196.8256,0.591,527086.96,0.631,,,,,,,2018.0,1962.0,364570.21,694699.04,1987.0,,,,0.098,97228.97,1.024,,671045.49,,,,497281.14,269159.62,126020.46,1.315,2.578,30617.47,0.131,260203.83,538083.66,139395.83,813797.18,,378642.37,705553.8,387326.96,710040.38,985207.5,810622.56,188439.47
44.95,39.29,1.0,0.0,,,0.0,,1.0,53.55,79.08,1.0,19.78,28.19,98.66,48.87,40.57,13.41,98.3,87.76,,48.61,90.71,,,,,72.85,47.9,64.54,34.33,6.46,67.4,58.62,7.0,47.29,1.0,1.0,94.58,48.36,,18.37,77.36,48.91,0.0,33.96,62.96,0.0,0.0,0.0,46.15,94.81,1.0,59.89,48.355000000000004,1.0,4.13,21.0,23.0,7.0,1.0,30.77,1.0,4.79,,0.0,86.76,,505046.54,910384.01,261720.13,454287.37,517283.315,838783.72,80778.13,14907.42,976599.72,,509812.62,,925357.2,,11815.0464,769532.06,356383.77,,,1.418,3.395,279584.04,473844.18,724957.62,382337.51,507533.95,89949.84,0.787,664071.13,504752.73,,649247.18,792097.48,499025.73,,,944271.7,990995.63,305341.58,765848.15,,,572414.46,0.538,881708.56,0.914,,,,,,,1988.0,2005.0,750209.21,195916.88,1987.0,,,,2.31,55966.03,1.667,,130167.99,,,,589998.39,829248.15,470283.66000000003,2.591,0.136,573110.49,3.59,739594.61,393938.38,29881.41,163044.83,,794076.65,638379.67,493954.66000000003,566339.41,772949.73,521601.17,136305.77
65.02,14.15,1.0,0.0,,,1.0,,1.0,49.945,64.36,0.0,94.98,50.45,3.48,11.04,98.02,18.85,89.95,69.96,,34.31,50.69,,,,,89.23,15.28,45.9,41.26,60.43,50.32,95.78,25.0,83.5,0.0,1.0,29.92,63.26,,50.44,79.58,28.0,1.0,73.72,73.38,1.0,1.0,1.0,51.35,51.385,0.0,41.3,29.58,1.0,48.96,37.0,21.0,24.0,0.0,78.69,1.0,44.27,,0.0,59.74,,435672.49,507706.45,140576.13,162729.35,871310.63,611572.4,60513.77,503910.92000000004,339547.47,,239086.08,,18901.88,,854927.5,497080.13,394866.9,,,3.461,1.049,794982.98,914415.96,504207.95,10762.8727,180585.17,553600.79,4.401,252919.35,58764.24,,351690.6,126195.07,726720.82,,,749281.07,670261.87,716231.53,338580.86,,,250924.65,4.738,527086.96,2.073,,,,,,,2017.0,1974.0,645509.01,414183.85,1990.0,,,,2.958,251221.1,2.443,,228741.8,,,,906025.29,358080.69,868330.08,4.085,1.96,953944.63,1.059,624992.34,809203.38,678764.78,18825.07,,953567.02,244406.69,493954.66000000003,686156.66,604300.88,456078.96,496507.32
83.97,71.1,0.0,1.0,,,1.0,,1.0,60.95,84.1,0.0,65.47,30.96,49.45,48.87,84.31,83.5,51.019999999999996,70.43,,5.03,5.36,,,,,78.93,44.46,46.24,80.43,59.81,50.32,14.66,34.0,81.47,1.0,1.0,40.51,84.97,,76.3,31.36,78.66,1.0,27.9,49.57,1.0,0.0,1.0,76.67,70.72,0.0,40.65,13.2,1.0,60.43,6.0,12.0,12.0,1.0,89.82,0.0,59.72,,1.0,56.15,,700817.14,175655.06,714077.77,553344.21,517283.315,22822.29,820539.8,379807.27,294242.83,,84578.22,,183586.07,,756124.88,151216.89,302825.67,,,2.493,3.945,515157.29000000004,499027.06,778213.37,608934.11,973803.75,698010.45,2.277,566944.17,582823.62,,872695.87,514187.6,152451.11,,,788306.81,296073.14,47699.09,989158.9456999999,,,621371.86,4.921,843626.45,2.421,,,,,,,1986.0,1977.0,133514.69,650176.52,2024.0,,,,1.56,582357.29,3.119,,623358.25,,,,286764.78,618323.91,592577.68,1.4,2.578,793025.77,1.11,404805.0,249686.98,561563.88,933502.21,,900340.7,818485.72,763692.76,67919.84,747720.04,464172.7,59007.25
46.14,73.77,0.0,0.0,,,0.0,,1.0,17.94,18.28,1.0,50.84,30.75,31.82,48.87,93.53,7.15,59.43,98.85969999999999,,47.38,78.01,,,,,8.62,84.26,50.48,50.94,27.74,76.34,57.68,0.0,84.91,1.0,0.0,79.08,27.76,,50.44,82.2,48.91,1.0,49.504999999999995,22.73,1.0,0.0,1.0,51.59,77.88,1.0,92.94,6.65,1.0,41.25,45.0,28.0,38.0,1.0,12.73,1.0,54.3,,1.0,52.13,,497099.15,289245.67,230113.49,246555.11,150022.65,495903.84,498751.68,479557.31,793255.24,,884714.14,,406439.72,,866818.72,466356.01,498864.75,,,2.493,2.085,446178.59,404670.44,444968.97,46074.88,410337.16,747424.64,2.551,845377.22,263726.97,,495687.42,251878.09,375789.89,,,724226.32,298714.58,123442.28,222074.78,,,324350.68,3.983,761152.4,2.421,,,,,,,2004.0,1987.0,117784.49,10224.7401,2018.0,,,,3.281,241122.31,2.443,,732260.03,,,,666839.3,395306.75,178218.96,4.175,2.937,14127.5604,0.146,326847.56,213796.03,961482.27,497380.84,,587430.36,728548.88,56050.63,125157.03,333447.81,854921.72,496507.32
71.45,74.77,0.0,1.0,,,1.0,,0.0,31.64,50.18,1.0,31.3,56.31,92.07,48.87,57.56,39.66,82.96,62.67,,29.46,49.94,,,,,69.89,77.47,35.7,11.19,84.53,50.32,12.97,39.0,23.6,0.0,1.0,4.94,65.38,,41.51,24.78,48.91,1.0,96.9,4.45,1.0,1.0,0.0,26.2,98.71939999999998,0.0,95.35,89.8,0.0,48.96,20.0,10.0,24.0,0.0,26.63,1.0,35.31,,1.0,18.97,,430414.27,681915.07,910244.36,186667.29,269005.08,41323.39,502812.9,569960.61,974298.93,,798487.07,,8458.514700000002,,864798.02,860154.38,631958.41,,,2.493,4.046,278449.55,921560.07,14674.56,617203.76,110577.63,11701.5069,3.666,748523.59,798580.93,,365198.4,585462.47,499025.73,,,867487.52,991267.6523,662072.98,252276.01,,,176018.56,4.459,527086.96,1.145,,,,,,,1951.0,1975.0,731294.89,498574.805,1962.0,,,,2.523,232900.94,1.347,,672947.77,,,,276673.18,550180.8,561231.87,1.346,4.139,360541.56,0.502,443702.03,959720.73,981248.75,372844.4,,772733.28,501735.02,363982.46,351521.7,671465.47,835060.05,659237.78
92.03,26.52,0.0,0.0,,,0.0,,0.0,29.63,6.16,0.0,32.68,8.71,68.69,13.5,0.9104000000000001,90.4,97.02,79.84,,92.27,40.16,,,,,21.23,5.02,39.33,7.01,94.54,35.09,91.24,46.0,42.02,1.0,1.0,28.23,70.99,,38.17,36.39,53.54,0.0,81.82,13.24,1.0,1.0,0.0,51.35,15.46,0.0,24.5,98.9797,0.0,73.02,8.0,46.0,30.0,1.0,5.65,0.0,43.86,,0.0,52.13,,157909.23,614074.97,571683.02,479487.83,627968.2,561371.45,116751.39,247832.73,881625.49,,947693.68,,229927.63,,552705.54,497080.13,756496.36,,,2.541,2.122,24768.91,403087.23,930328.59,696454.69,848804.85,786764.51,1.677,504882.74,527460.75,,265601.19,732894.94,370977.32,,,517100.22,970793.79,233949.45,759251.11,,,401688.86,1.276,273366.13,4.867,,,,,,,2005.0,1964.0,272974.11,460125.27,1951.0,,,,0.434,32470.65,2.921,,222063.66,,,,668792.25,342030.94,53858.08,2.994,2.188,509563.385,3.133,811731.92,496741.705,600368.41,578010.17,,383414.29,312067.44,985549.2854999996,98896.58,67745.71,694624.48,447279.04
1.81,50.23,0.0,1.0,,,0.0,,0.0,72.5,4.75,1.0,55.7,5.6,14.91,33.08,38.96,27.75,91.92,68.72,,36.25,66.18,,,,,43.34,62.78,92.61,68.34,57.03,95.56,89.38,6.0,74.17,0.0,1.0,75.37,83.56,,82.11,62.11,63.56,1.0,72.24,71.12,1.0,1.0,1.0,86.84,60.53,1.0,23.77,49.63,1.0,67.94,47.0,23.0,36.0,1.0,2.71,1.0,99.0098,,0.0,40.74,,916026.5,740580.78,708789.28,790800.26,22212.45,211429.66,740310.69,62204.29,906844.97,,114246.07,,848803.64,,700425.78,563643.08,124332.53,,,2.637,3.696,769477.95,188580.67,296340.03,938172.11,854150.9,678055.23,0.278,303983.84,50864.6,,495687.42,474587.38,235290.8,,,812221.58,803726.86,287944.74,594458.56,,,9196.8256,2.292,408407.85,0.95,,,,,,,1960.0,2009.0,92991.45,137851.89,2019.0,,,,1.748,867838.71,4.708,,896290.97,,,,773275.21,894885.31,59314.41,2.315,4.858,147885.36,0.301,174142.05,421388.08,207671.13,916346.99,,686802.38,930487.85,229148.71,594589.05,486632.28,406672.84,310134.36
8.65,69.67,1.0,1.0,,,1.0,,1.0,76.98,97.91,0.0,4.93,3.95,77.0,47.5,95.81,1.19,73.78,50.004999999999995,,11.06,83.76,,,,,98.74,62.21,95.73,33.24,1.26,46.18,85.93,40.0,1.41,1.0,1.0,77.76,99.15959999999998,,50.44,68.29,84.89,1.0,89.56,49.57,1.0,1.0,1.0,43.68,24.89,0.0,91.51,31.39,1.0,1.66,1.0,23.0,21.0,0.0,97.74,1.0,50.46,,1.0,73.2,,875898.17,381243.81,121112.55,154705.12,517283.315,582513.6,522949.75,494862.13,370697.36,,912280.68,,24055.44,,207592.71,497080.13,793426.77,,,1.552,2.044,442269.36,253938.85,484149.47,557949.52,101015.09,84693.64,2.4495,774743.07,633994.71,,816192.23,975283.18,499025.73,,,960673.81,245665.72,428944.06,952067.88,,,260964.64,2.495,18785.1769,3.543,,,,,,,1974.0,1987.0,171095.09,498574.805,1953.0,,,,2.494,157242.83,0.549,,626907.6,,,,200962.35,488754.22,917616.0,3.406,0.98,435345.13,0.26,495445.955,425252.8,201049.25,499741.32,,93520.47,285353.66,493954.66000000003,946483.37,309534.21,383361.05,580349.79
44.91,21.1,1.0,1.0,,,1.0,,0.0,75.8,11.08,1.0,49.25,21.21,83.36,77.09,97.91,32.68,51.019999999999996,87.65,,10.92,46.94,,,,,57.19,81.48,32.92,14.31,50.5,3.26,64.05,29.0,78.25,1.0,1.0,75.98,41.09,,19.78,35.85,48.91,1.0,43.38,49.57,1.0,0.0,0.0,51.35,67.24,1.0,24.94,63.36,0.0,86.86,24.0,37.0,40.0,1.0,62.3,0.0,34.07,,0.0,23.68,,878203.1,920347.41,485790.92,872810.04,288092.39,639880.61,213118.56,357023.91,113973.81,,798819.22,,379107.89,,725410.42,327795.08,595936.55,,,2.118,4.43,289643.49,273110.96,632754.94,591457.04,982861.23,800870.02,4.072,909458.97,728222.87,,495687.42,562453.47,254544.54,,,668187.58,612807.22,727039.37,281318.44,,,622948.27,3.714,470661.78,3.356,,,,,,,1970.0,1988.0,951110.52,432571.84,1967.0,,,,1.509,61747.83,3.613,,897503.65,,,,497281.14,946351.69,974157.13,0.631,1.469,240604.9,4.562,544011.07,180919.36,918375.98,223773.87,,908043.65,944465.38,423845.57,987881.7853,486632.28,275193.4,274608.9
43.02,43.29,0.0,0.0,,,0.0,,0.0,77.57,51.72,1.0,84.89,89.48,70.67,26.61,78.46,87.31,19.04,39.13,,30.63,28.74,,,,,40.9,8.21,58.08,34.34,55.23,73.27,86.05,37.0,83.97,1.0,1.0,8.15,9.56,,50.44,62.73,74.66,1.0,92.81,1.1813000000000002,0.0,0.0,1.0,94.3,16.59,0.0,79.57,75.47,0.0,24.34,24.0,10.0,24.0,1.0,12.12,0.0,77.06,,1.0,73.11,,964326.08,850740.08,308581.39,367454.04,90209.51,257335.99,10346.0775,179319.43,364021.86,,354066.16,,682557.06,,737464.58,737935.15,837421.31,,,0.552,2.5,336517.37,876569.92,372906.54,702576.2,745607.68,22280.09,2.4495,387659.41,274541.9,,429333.7,474587.38,729253.3,,,212681.19,766124.0,991007.99,653792.23,,,907262.56,0.974,527086.96,2.567,,,,,,,1993.0,2002.0,196573.98,876150.99,2016.0,,,,0.71,58437.3,3.568,,266734.73,,,,21571.01,579994.33,932711.13,4.904,4.59,167334.14,3.012,953448.92,254397.51,782884.07,10491.1993,,145255.9,530175.07,444334.87,501212.11,837448.44,477897.69,396134.04
