co2_ch4_n2o_scope_1_3,carbon_intensity,emission_reduction_policy,carbon_neutral_commitment,climate_risk_assessment_done,resilience_score,environmental_fines,iso_14001_exists,reporting_quality_score,total_energy_consumption,renewable_energy_share,hazardous_waste_generated,waste_recycled_share,water_withdrawal,collective_bargaining_coverage,fair_wage_gap,customer_satisfaction_score,human_rights_violations,diversity_representation,training_hours,turnover_rate,injury_frequency_rate,esg_oversight_policy,board_diversity,governance_compliance_score,esg_incentive_bonus,assurance_score,ceo_chair_split,auditor_independence_score,ethical_breaches,anti_competitive_violations,corruption_cases,market_value_equity,asset_growth_pct,debt_to_equity_ratio,pe_ratio,net_profit_margin,roa_eat,solvency_ratio,roe_eat
11.46,90.46,1.0,0.0,0.0,26.95,77.49,0.0,60.64,50.05,75.61,51.019999999999996,4.83,43.27,6.46,14.03,49.51,35.0,92.78,68.24,2.54,97.75,0.0,79.91,51.385,0.0,48.82,0.0,48.96,7.0,18.0,18.0,31764.75,326639.22,2.22,2.2,91883.23,472813.77,2.483,859501.23
69.37,50.39,1.0,0.0,1.0,1.41,67.58,0.0,28.3,78.36,90.89,35.44,10.44,52.42,67.35,53.83,4.71,0.0,50.38,89.7,10.74,47.88,0.0,16.15,60.25,1.0,45.68,1.0,76.44,24.0,35.0,26.0,543180.86,574771.47,0.231,1.275,33166.92,386345.8,2.5635000000000003,501212.11
98.02,73.35,1.0,0.0,1.0,49.945,30.54,1.0,23.49,95.42,75.35,41.57,19.55,82.69,10.81,91.55,21.07,25.0,55.12,36.18,59.43,30.08,1.0,60.33,51.385,1.0,84.29,1.0,35.89,44.0,23.0,24.0,54003.12,100275.67,2.954,4.238,470283.66000000003,509563.385,1.346,580148.0
50.075,7.09,1.0,0.0,0.0,54.34,80.89,1.0,49.35,93.65,59.7,53.41,31.12,75.13,95.08,57.63,14.4,25.0,82.47,54.48,70.04,48.91,0.0,68.97,29.44,1.0,67.71,0.0,94.03,24.0,11.0,28.0,738917.1,482228.5,1.736,0.468,261854.44,509563.385,2.64,631131.85
75.77,50.39,1.0,1.0,1.0,4.05,84.13,1.0,42.68,52.63,86.95,88.77,97.4,78.45,60.3,84.37,82.94,25.0,17.87,82.8,19.26,22.01,1.0,36.68,87.3,1.0,49.87,0.0,75.14,24.0,48.0,37.0,763030.12,595268.08,2.371,2.19,948095.8,509563.385,0.52,488742.85
80.93,50.39,0.0,0.0,1.0,49.945,94.92,1.0,59.1,46.12,3.7,23.43,62.42,53.05,26.26,2.19,50.32,14.0,55.13,50.44,56.27,27.54,1.0,55.59,51.385,0.0,91.06,0.0,62.18,5.0,23.0,34.0,809775.58,368646.53,4.014,3.578,66033.7,509563.385,4.23,933986.58
50.075,77.44,1.0,0.0,1.0,18.68,42.5,1.0,10.72,66.61,62.54,32.16,56.25,49.94,38.93,84.13,40.6,5.0,60.19,80.32,95.69,31.85,0.0,60.39,13.88,1.0,49.56,1.0,45.8,2.0,30.0,24.0,470437.39,677911.7,4.465,0.883,69441.61,643704.79,4.743,860408.23
38.19,61.3,1.0,1.0,0.0,49.945,50.27,0.0,38.19,50.05,50.24,65.2,5.53,60.32,98.15,85.4,79.52,0.0,49.165000000000006,50.44,76.64,1.4018000000000002,1.0,69.8,19.74,0.0,43.21,1.0,56.42,7.0,37.0,40.0,214516.74,776280.91,0.32,2.495,695923.58,442919.94,3.122,13102.5774
51.27,86.87,1.0,0.0,1.0,3.67,44.55,0.0,79.32,76.73,96.96,69.97,83.91,77.06,0.6567000000000001,49.785,30.19,34.0,38.79,56.24,43.78,7.75,1.0,21.14,39.18,1.0,84.12,0.0,62.67,0.0,5.0,15.0,437729.02,742610.93,2.823,2.495,374067.7,858842.48,0.086,501212.11
27.52,97.25,0.0,0.0,0.0,99.13,96.48,1.0,75.84,89.86,20.06,93.64,48.61,20.11,26.25,29.67,19.2,29.0,24.16,18.37,25.74,48.91,0.0,3.13,48.94,0.0,69.83,1.0,68.59,4.0,12.0,28.0,467691.23,308306.35,1.609,3.912,470283.66000000003,448533.88,0.525,681117.14
64.95,52.47,0.0,0.0,0.0,49.945,99.25240000000001,1.0,21.47,16.15,93.47,64.84,34.43,90.71,94.06,48.37,50.32,33.0,75.52,25.52,71.86,21.08,0.0,63.36,22.68,1.0,38.66,1.0,48.96,28.0,40.0,8.0,755229.26,360709.1,4.028,3.397,96039.0,322427.05,4.093,501212.11
58.72,51.12,0.0,0.0,0.0,66.77,60.05,0.0,20.75,82.94,92.12,88.17,13.1,62.22,85.04,49.785,63.04,25.0,75.81,4.67,77.92,79.42,0.0,53.64,82.18,0.0,12.59,1.0,17.82,35.0,23.0,13.0,204983.17,549076.0,2.703,1.194,872996.08,509563.385,4.477,683687.25
76.65,50.39,1.0,1.0,0.0,44.94,35.91,1.0,95.3,62.08,77.51,8.36,48.51,32.64,25.36,83.88,15.2,23.0,25.38,8.06,62.9,63.75,1.0,88.0,11.9,1.0,49.56,0.0,15.72,10.0,45.0,24.0,507706.45,305057.4,3.373,0.855,207116.83,120176.91,4.39,325995.1
90.75,50.39,1.0,1.0,1.0,20.21,93.98,1.0,9.25,31.51,75.74,1.22,93.72,66.62,49.855000000000004,49.785,81.37,25.0,43.24,50.44,29.9,47.05,1.0,53.08,16.62,1.0,44.51,0.0,61.28,15.0,4.0,41.0,949096.09,502303.19,1.398,4.773,283843.77,621755.29,0.202,501212.11
2.85,30.72,0.0,0.0,1.0,4.86,68.82,0.0,8.92,30.09,89.79,43.73,46.77,11.67,24.12,66.97,10.12,34.0,58.85,73.05,26.15,34.34,1.0,93.06,22.0,0.0,44.93,1.0,93.18,25.0,23.0,27.0,507706.45,853153.88,4.33,0.608,470283.66000000003,29717.92,4.068,697746.04
65.76,20.26,1.0,1.0,0.0,79.15,50.18,1.0,5.62,50.05,49.16,69.45,74.68,97.57,53.96,89.02,22.72,9.0,49.165000000000006,50.44,99.094,32.44,0.0,66.44,78.36,1.0,28.46,1.0,10.43,10.0,38.0,14.0,507706.45,177507.88,2.462,2.495,124259.66,618651.33,0.615,711061.99
71.61,92.56,0.0,1.0,1.0,67.45,59.58,0.0,81.68,42.12,16.71,51.019999999999996,4.23,49.94,70.7,86.18,50.32,19.0,63.52,48.57,19.49,88.29,0.0,94.94,48.74,0.0,75.98,0.0,4.35,2.0,23.0,19.0,359273.97,186317.11,1.367,1.834,23740.45,61277.9,1.166,820723.1
29.05,50.39,0.0,1.0,1.0,49.945,19.21,1.0,7.37,86.03,56.01,45.6,29.9,47.46,23.59,38.71,32.71,44.0,56.56,11.58,76.44,74.44,1.0,13.8,13.92,0.0,17.23,0.0,48.96,49.0,25.0,6.0,863127.11,668510.46,1.557,2.495,208422.06,751689.25,3.302,185707.62
87.03,67.57,0.0,0.0,0.0,91.23,90.58,0.0,86.86,32.26,52.74,28.03,91.42,2.06,25.07,46.18,8.47,22.0,81.0,12.32,25.65,94.32,0.0,34.51,27.57,0.0,75.12,1.0,94.45,17.0,14.0,2.0,47652.51,897634.64,1.312,3.596,531956.39,157969.9,0.839,609807.94
20.9,87.5,0.0,0.0,0.0,70.22,77.59,0.0,99.14,50.05,90.17,51.019999999999996,48.61,6.44,0.6567000000000001,52.42,60.62,16.0,66.28,88.99,24.27,29.43,1.0,98.59,72.26,0.0,87.07,1.0,34.2,10.0,40.0,18.0,48164.12,625235.62,0.798,4.561,377348.84,831912.7,1.408,501212.11
35.66,76.62,0.0,1.0,1.0,70.22,30.75,1.0,79.2,81.28,94.11,78.73,78.75,55.76,27.63,35.71,92.83,13.0,49.165000000000006,46.58,65.75,7.54,1.0,83.24,51.385,0.0,50.83,1.0,18.71,21.0,30.0,25.0,408915.61,442708.6,3.875,3.47,470283.66000000003,853318.66,1.728,277044.52
50.075,83.77,0.0,0.0,1.0,41.72,1.14,1.0,5.02,13.12,28.64,85.5,47.16,77.56,97.92,38.57,51.96,25.0,92.53,70.15,60.46,80.66,1.0,69.77,75.73,0.0,65.06,1.0,0.7149,1.0,16.0,24.0,507706.45,758867.86,2.5,3.966,291742.19,724684.53,0.587,244013.66
16.4,50.39,1.0,1.0,1.0,60.37,2.05,1.0,90.09,44.92,55.72,2.06,2.08,68.19,3.9,42.54,68.19,25.0,29.59,3.32,49.99,19.56,0.0,61.9,59.5,0.0,48.85,0.0,13.26,31.0,34.0,24.0,968650.17,261125.66,4.841,2.495,470283.66000000003,509563.385,4.119,490369.67
8.18,28.07,1.0,1.0,0.0,64.82,46.56,1.0,84.81,39.91,68.11,17.34,28.39,5.82,42.58,59.44,98.11,36.0,32.73,69.96,10.96,13.93,0.0,45.82,15.29,0.0,49.56,1.0,94.93,10.0,36.0,24.0,560843.02,240254.83,0.361,2.869,534963.24,33009.5,4.903,501212.11
71.94,42.61,0.0,1.0,1.0,82.42,43.33,1.0,49.78,17.6,94.98,95.0,60.37,51.61,49.855000000000004,84.73,77.23,37.0,90.53,79.23,74.01,48.91,1.0,51.64,51.385,1.0,25.67,1.0,31.29,49.0,42.0,11.0,353903.15,863459.3,3.966,2.065,654423.74,990962.8802,2.223,978293.79
92.04,9.66,1.0,1.0,1.0,93.3,44.59,0.0,38.82,5.29,70.89,51.019999999999996,85.96,29.24,12.38,53.42,21.11,46.0,14.78,95.63,88.06,21.39,0.0,75.22,45.35,1.0,31.76,1.0,77.91,31.0,12.0,24.0,507706.45,513180.04,4.569,3.024,258861.1,632463.74,3.356,121409.8
26.76,50.39,0.0,1.0,1.0,56.06,87.55,0.0,64.42,25.24,1.0298,81.67,25.34,91.55,82.96,49.785,50.32,37.0,23.66,16.02,90.51,21.32,0.0,51.35,18.75,1.0,86.57,0.0,11.4,17.0,4.0,24.0,988027.4428,260099.04,1.101,1.367,675245.95,635422.74,3.099,847719.4
78.13,57.34,1.0,1.0,1.0,50.51,50.18,0.0,2.58,20.13,21.7,51.019999999999996,12.47,65.56,73.26,49.785,51.17,30.0,70.48,75.73,95.19,89.95,1.0,29.65,1.31,0.0,96.63,1.0,88.98,23.0,22.0,12.0,172981.06,273963.76,1.526,1.782,291206.87,751750.08,3.668,501212.11
3.24,50.39,0.0,0.0,1.0,49.33,13.31,0.0,24.79,12.68,34.43,63.69,6.72,13.14,98.9,78.42,10.77,6.0,73.88,67.82,97.93,36.89,0.0,27.92,85.91,0.0,89.2,0.0,48.96,24.0,32.0,23.0,856961.65,544336.25,0.189,4.553,470283.66000000003,162522.16,0.669,661590.06
55.37,50.76,1.0,0.0,1.0,55.43,45.64,1.0,99.14,10.67,41.27,59.81,48.61,95.77,67.26,27.42,50.32,25.0,38.36,9.31,49.06,16.18,1.0,50.77,51.385,0.0,95.93,0.0,39.57,14.0,26.0,12.0,501905.91,578347.37,3.983,4.61,331200.49,441003.91,4.001,107887.84
85.48,50.39,0.0,0.0,1.0,61.83,50.18,1.0,9.58,92.38,18.94,98.52,43.45,66.77,3.2,55.03,75.97,24.0,2.77,36.54,25.22,38.69,0.0,32.02,89.99,1.0,0.6412,1.0,30.49,37.0,35.0,26.0,507706.45,642293.59,2.844,4.311,470283.66000000003,990962.8802,4.623,258249.21
9.79,83.82,0.0,1.0,0.0,30.03,50.18,0.0,31.96,50.05,3.5,8.69,90.48,44.36,49.855000000000004,85.16,31.44,24.0,1.6,52.78,21.0,6.95,1.0,72.1,65.48,1.0,85.91,0.0,9.84,13.0,46.0,42.0,777994.05,361672.1,2.5,2.176,979111.03,57150.3,3.129,121859.7
10.29,44.79,1.0,1.0,1.0,86.57,65.46,0.0,90.56,89.7,25.9,78.43,48.61,49.12,87.49,94.69,57.94,25.0,22.73,58.33,34.21,25.76,1.0,51.35,33.47,1.0,95.95,0.0,48.96,40.0,23.0,46.0,384498.36,274386.07,3.989,0.503,840806.25,19172.14,3.938,481471.63
22.23,74.97,0.0,0.0,1.0,88.54,21.88,1.0,46.85,43.52,78.49,60.29,43.52,95.47,33.5,87.92,50.32,12.0,49.165000000000006,43.67,97.5,93.86,1.0,99.1516,50.27,1.0,9.11,1.0,79.53,47.0,23.0,44.0,867064.38,160550.93,0.389,1.209,346604.83,509563.385,2.046,24129.43
33.44,50.39,1.0,1.0,1.0,17.01,50.18,0.0,31.56,74.79,71.53,35.38,48.56,66.06,72.77,72.82,10.82,49.0,99.05019999999999,96.63,26.07,48.91,1.0,47.01,95.62,0.0,92.56,1.0,43.48,12.0,23.0,24.0,680582.33,502303.19,2.665,4.838,470283.66000000003,560687.89,0.401,501212.11
64.51,22.37,1.0,1.0,0.0,19.33,73.68,0.0,98.26,6.41,48.59,41.22,93.52,2.08,97.79,49.785,54.84,25.0,55.83,93.13,56.41,48.91,1.0,18.62,7.68,0.0,62.06,0.0,92.01,37.0,14.0,4.0,14541.73,204095.76,1.405,0.818,371383.01,154849.97,4.662,501212.11
50.075,50.39,0.0,0.0,1.0,50.6,20.06,0.0,73.83,54.61,38.19,97.61,0.9430999999999999,35.54,59.64,78.27,50.32,17.0,49.165000000000006,88.89,51.32,91.65,0.0,48.51,30.84,1.0,70.4,1.0,31.23,27.0,20.0,22.0,727447.45,389413.21,1.247,2.668,709033.33,987275.26,0.363,491309.06
95.98,50.39,1.0,0.0,1.0,83.56,94.25,0.0,66.92,50.05,50.24,87.7,28.07,72.66,12.8,49.785,20.87,41.0,50.64,48.47,48.89,48.91,0.0,59.72,38.91,0.0,50.38,1.0,85.55,17.0,14.0,7.0,362793.66,841995.7,3.914,4.581,470283.66000000003,509563.385,2.402,256892.9
96.36,26.63,0.0,0.0,1.0,89.67,50.18,0.0,79.99,27.34,54.39,51.019999999999996,24.36,49.94,71.53,49.785,59.53,10.0,45.18,89.62,88.12,37.24,0.0,62.72,57.6,0.0,87.75,1.0,48.96,7.0,19.0,6.0,293963.76,716624.72,2.5,0.899,247078.37,509563.385,1.986,39708.37
22.7,21.06,0.0,0.0,1.0,47.9,40.01,1.0,31.22,49.34,36.94,5.39,14.93,79.46,1.19,49.785,50.32,22.0,96.14,79.28,90.07,20.32,0.0,91.94,51.66,1.0,72.02,1.0,34.41,24.0,1.0,47.0,253002.97,482116.73,1.777,2.495,701745.23,713467.47,4.831,501212.11
54.89,78.9,1.0,0.0,1.0,14.4,28.5,1.0,59.41,45.8,46.23,77.25,86.44,35.56,22.4,3.32,58.45,39.0,49.59,47.72,75.46,48.91,0.0,77.66,73.88,1.0,49.56,0.0,53.95,33.0,1.0,16.0,581511.76,36163.56,3.464,2.148,534136.08,509563.385,2.751,501212.11
42.26,60.3,1.0,0.0,0.0,21.99,28.43,0.0,49.685,79.64,1.0298,44.46,10.61,63.3,28.77,69.76,89.0,17.0,45.08,76.81,6.94,22.32,1.0,98.87,51.44,1.0,31.25,1.0,86.95,15.0,12.0,42.0,183430.35,507517.35,2.928,1.541,725903.81,364788.6,4.618,907645.49
66.73,27.07,1.0,0.0,0.0,53.74,35.49,0.0,32.87,29.29,10.61,65.11,39.51,34.91,49.855000000000004,27.54,30.97,23.0,49.165000000000006,48.71,68.24,48.91,0.0,87.16,66.48,0.0,11.0,0.0,19.99,36.0,47.0,33.0,316508.22,880692.83,3.71,0.743,470283.66000000003,509563.385,4.017,533300.44
87.41,74.75,0.0,0.0,1.0,60.35,75.7,1.0,25.07,42.44,12.42,92.04,55.05,49.94,81.46,20.12,58.04,36.0,12.22,85.8,61.0,48.91,1.0,24.94,53.58,1.0,14.32,0.0,81.59,11.0,43.0,8.0,604111.4,867612.36,2.36,2.735,593694.35,347191.05,3.23,477961.95
47.65,33.76,1.0,0.0,0.0,66.96,42.26,0.0,49.685,81.75,77.16,51.019999999999996,48.61,36.96,14.07,80.64,93.78,30.0,38.68,60.69,76.78,42.75,1.0,17.44,1.39,0.0,78.59,0.0,75.64,24.0,19.0,35.0,614351.17,850589.28,3.923,1.813,470283.66000000003,254999.19,4.65,501212.11
42.18,54.45,0.0,1.0,1.0,97.32,38.28,0.0,36.26,75.23,26.76,25.5,97.32,72.0,3.29,98.68,59.91,10.0,49.165000000000006,73.4,37.15,48.91,1.0,9.56,85.7,0.0,10.62,0.0,22.77,25.0,34.0,24.0,657340.09,572022.31,4.642,4.04,470283.66000000003,641500.1,4.721,550369.4
38.02,1.1,1.0,0.0,1.0,60.0,58.5,0.0,25.8,4.47,35.09,21.52,87.59,84.09,49.855000000000004,96.01,23.89,49.0,46.56,2.65,14.52,77.2,0.0,94.65,58.06,1.0,26.32,1.0,28.54,35.0,20.0,39.0,895964.46,634258.63,1.588,2.157,369905.24,509563.385,2.587,254022.15
50.84,46.46,0.0,1.0,0.0,50.43,50.18,0.0,79.39,56.39,50.61,16.84,90.23,72.44,49.855000000000004,64.74,50.32,25.0,69.0,8.77,83.81,58.72,1.0,26.4,83.89,1.0,6.04,0.0,48.96,35.0,32.0,5.0,296570.74,607473.06,2.902,1.522,181892.89,573496.56,0.403,49148.42
45.14,50.39,0.0,0.0,1.0,48.49,79.65,0.0,44.38,50.05,57.51,58.14,48.61,78.51,27.35,24.78,95.33,25.0,78.08,52.02,34.34,42.22,0.0,31.8,93.29,1.0,30.16,0.0,97.46,25.0,4.0,38.0,507706.45,502303.19,1.701,4.295,354807.05,923172.33,1.831,501212.11
50.075,67.66,1.0,1.0,0.0,18.62,46.64,0.0,11.43,78.61,8.0,66.9,12.72,5.9,49.02,87.94,70.71,49.0,65.55,28.85,9.46,48.91,0.0,52.95,28.54,0.0,66.88,1.0,64.48,31.0,41.0,28.0,73383.67,285172.53,2.677,4.416,633920.46,743035.66,2.83,79177.51
74.45,98.36,0.0,1.0,1.0,93.04,13.39,0.0,49.685,2.12,38.62,67.85,81.36,49.94,15.03,28.03,38.23,35.0,36.63,67.43,49.99,94.67,1.0,56.28,51.385,0.0,72.54,0.0,86.2,48.0,9.0,41.0,507706.45,122807.21,1.416,1.931,131219.77,849043.44,2.098,738789.71
1.1913,35.02,1.0,1.0,1.0,58.89,7.04,0.0,88.34,71.42,59.82,81.87,94.51,52.94,35.07,49.785,88.33,33.0,78.72,50.44,96.75,32.76,1.0,91.62,98.66,1.0,63.98,1.0,13.91,34.0,16.0,8.0,12048.21,195420.54,1.007,4.67,603950.46,250002.57,0.52,953351.17
31.2,24.26,1.0,0.0,1.0,56.19,49.58,0.0,82.71,78.0,38.53,83.99,47.39,7.55,95.22,70.65,93.13,25.0,27.1,72.5,70.33,9.83,1.0,51.35,72.93,0.0,23.42,1.0,89.57,2.0,23.0,32.0,294971.38,518223.13,2.5,0.701,784612.61,365706.96,3.327,972304.61
91.41,50.94,0.0,1.0,1.0,24.74,46.37,0.0,49.685,3.42,1.91,85.28,40.39,38.22,23.05,16.22,79.6,32.0,92.77,59.9,83.91,12.38,0.0,68.12,4.07,1.0,71.09,1.0,60.96,47.0,45.0,44.0,648930.3,202656.66,2.913,2.368,869788.32,554550.63,1.175,216173.75
67.08,60.27,1.0,1.0,1.0,12.77,15.56,0.0,80.05,70.09,64.26,40.02,48.61,78.26,85.59,85.65,56.7,5.0,74.45,12.21,54.52,14.07,1.0,91.5,16.17,0.0,88.16,0.0,48.96,42.0,42.0,24.0,141244.35,499899.13,0.95,2.467,414999.96,509563.385,2.933,146158.57
13.14,55.29,0.0,1.0,1.0,34.55,76.68,1.0,49.685,20.36,96.08,86.3,34.09,9.5,74.31,99.32310000000001,37.93,33.0,49.165000000000006,86.49,92.19,5.1,1.0,72.16,1.0786,0.0,14.93,0.0,27.78,24.0,32.0,24.0,882034.48,320331.78,0.071,1.179,470283.66000000003,825650.89,3.149,357710.9
35.66,17.57,0.0,1.0,1.0,52.96,54.97,0.0,36.87,22.85,82.92,51.019999999999996,0.9430999999999999,68.98,14.48,91.23,50.32,31.0,11.46,50.44,2.65,65.44,1.0,50.48,85.08,1.0,93.08,1.0,80.94,43.0,34.0,48.0,888229.8,459104.64,4.073,4.477,151870.5,509563.385,0.274,592320.14
63.66,1.1,0.0,0.0,1.0,86.91,39.06,1.0,84.28,17.63,88.25,51.019999999999996,63.21,13.59,11.58,49.785,96.37,0.0,49.165000000000006,50.44,10.93,36.75,0.0,73.58,26.66,0.0,48.93,0.0,46.35,47.0,16.0,40.0,202719.94,938097.66,3.869,3.665,387931.64,411397.83,4.95561,599844.98
53.17,25.1,1.0,0.0,0.0,80.3,43.58,0.0,49.685,31.44,21.26,57.13,73.17,84.9,14.17,80.81,61.5,33.0,71.4,38.14,77.02,93.41,1.0,39.06,11.88,1.0,16.75,0.0,23.53,21.0,48.0,32.0,831616.7,530843.6,1.585,3.68,891539.6,509563.385,2.56,184501.62
20.32,32.37,0.0,1.0,1.0,41.75,50.18,0.0,6.39,77.39,3.66,65.24,73.12,40.87,76.49,57.91,57.21,40.0,91.76,5.72,10.95,6.17,0.0,51.35,64.91,1.0,24.24,1.0,30.2,14.0,44.0,43.0,660842.38,900601.94,4.755,0.271,941138.07,990962.8802,1.813,501212.11
14.95,20.61,0.0,1.0,1.0,24.22,49.3,0.0,25.23,74.8,41.99,51.019999999999996,11.86,89.9,0.6567000000000001,52.72,98.28,49.0,64.86,1.49,23.64,48.91,0.0,49.46,47.1,0.0,23.67,1.0,80.96,26.0,2.0,34.0,230358.32,90948.49,3.762,2.524,866725.96,235150.51,1.326,501212.11
54.71,54.44,0.0,1.0,0.0,39.33,8.59,0.0,42.79,77.45,42.4,28.47,41.77,51.87,86.11,0.8422999999999999,77.25,19.0,76.48,50.44,16.0,98.18,0.0,93.32,51.385,1.0,22.41,0.0,10.78,34.0,30.0,6.0,176666.59,482437.15,0.03964,0.972,470283.66000000003,10740.5142,4.926,501212.11
50.075,50.39,0.0,0.0,0.0,82.39,50.18,1.0,74.53,21.72,83.64,52.95,48.61,23.66,6.94,84.14,53.87,29.0,31.98,52.83,22.14,6.73,1.0,88.89,81.08,0.0,92.5,1.0,48.96,13.0,19.0,49.0,40714.19,922001.14,2.613,3.721,862719.79,709844.1,2.857,549930.28
1.59,76.02,1.0,0.0,0.0,57.36,50.18,1.0,75.22,3.49,37.78,51.019999999999996,33.31,94.14,91.01,13.86,22.52,31.0,49.165000000000006,51.61,44.63,86.55,0.0,14.2,73.64,0.0,83.99,0.0,22.81,24.0,28.0,24.0,507706.45,593402.91,0.13,2.637,686088.9,861344.28,4.742,405392.58
66.21,41.1,1.0,0.0,0.0,49.945,7.19,0.0,80.84,7.98,46.03,51.64,26.41,99.1235,13.93,48.15,50.32,25.0,58.37,50.44,69.69,60.01,0.0,42.44,27.91,0.0,69.73,0.0,92.16,1.0,17.0,19.0,873551.41,907502.4,3.429,0.109,944744.44,206340.53,4.461,674588.07
90.05,55.6,0.0,1.0,1.0,99.53750000000001,40.19,1.0,45.63,50.05,60.17,69.55,57.4,21.22,47.48,49.785,50.32,25.0,66.2,51.89,35.42,78.44,0.0,1.2442,8.16,1.0,10.06,0.0,15.68,26.0,10.0,30.0,150221.42,863705.02,3.689,3.249,52056.64,783358.65,3.275,294740.65
12.24,80.77,0.0,1.0,0.0,6.41,8.5,0.0,33.02,89.57,73.4,53.57,32.17,49.94,47.63,74.19,71.05,25.0,45.81,90.1,88.18,33.06,1.0,19.22,92.64,1.0,58.4,1.0,48.06,47.0,37.0,39.0,507706.45,612211.99,3.01,2.495,726449.72,89403.22,0.478,46620.31
31.35,18.1,0.0,1.0,1.0,84.3,53.77,0.0,25.81,10.96,5.53,20.06,56.84,49.94,57.58,96.86,70.95,25.0,45.49,50.44,33.51,73.54,1.0,65.37,83.11,1.0,74.92,1.0,75.21,3.0,28.0,13.0,756830.61,885352.83,3.568,4.687,380100.96,378972.35,2.282,922027.64
86.45,50.39,0.0,1.0,1.0,66.88,1.59,0.0,59.14,60.96,75.94,41.58,53.94,1.086,61.36,25.55,50.32,42.0,8.0,7.61,75.62,39.15,1.0,74.69,34.57,1.0,35.21,0.0,48.96,29.0,14.0,10.0,197050.18,776470.26,2.518,2.495,953553.28,509563.385,2.441,478958.38
21.71,71.98,0.0,0.0,0.0,49.945,48.04,0.0,7.29,75.84,71.66,6.35,5.79,30.9,49.855000000000004,49.785,73.12,6.0,91.79,94.93,28.85,39.59,1.0,4.17,15.95,0.0,81.82,0.0,86.56,35.0,17.0,49.0,507706.45,989234.755,4.435,2.495,694521.87,447457.22,4.751,192161.12
29.48,4.87,0.0,0.0,0.0,53.86,35.7,0.0,28.67,32.08,95.05,51.019999999999996,48.61,93.57,79.08,21.18,77.41,35.0,84.57,10.52,6.46,1.4018000000000002,1.0,95.08,42.11,1.0,10.13,1.0,48.96,16.0,44.0,0.0,64814.88,502303.19,4.279,4.229,799615.7,891381.21,3.719,611470.05
50.075,58.53,1.0,1.0,0.0,68.58,96.51,0.0,81.31,50.05,88.59,55.45,69.2,24.14,60.2,6.42,32.88,31.0,75.18,82.04,94.14,36.31,1.0,53.24,46.56,0.0,22.27,1.0,64.11,46.0,39.0,34.0,131117.55,951149.86,2.762,1.432,940134.12,833985.23,2.998,985963.12
12.55,25.79,0.0,0.0,0.0,30.55,67.64,0.0,36.04,83.85,13.67,60.13,48.61,90.62,43.2,5.9,68.33,49.0,54.22,50.44,89.65,23.01,0.0,39.13,68.49,1.0,78.45,0.0,76.84,13.0,9.0,15.0,140357.77,437551.54,3.671,3.284,258208.01,242708.67,2.461,501212.11
71.88,18.24,1.0,1.0,1.0,60.7,50.18,1.0,87.6,72.65,22.95,88.5,53.97,48.74,47.93,19.0,50.32,25.0,12.55,91.12,17.59,84.91,1.0,1.2442,98.38,1.0,68.46,1.0,80.71,16.0,6.0,48.0,507706.45,555773.8,3.332,3.361,778620.67,740604.74,2.5635000000000003,75893.34
68.36,50.39,1.0,0.0,1.0,74.99,75.53,0.0,69.38,52.42,10.72,80.63,2.64,86.17,82.59,27.8,81.32,46.0,98.31,0.8698999999999999,73.44,43.36,1.0,52.11,15.69,0.0,64.17,1.0,56.84,24.0,23.0,33.0,321259.48,502303.19,4.7,0.718,346027.05,260189.76,2.474,564643.24
67.93,56.03,0.0,1.0,0.0,12.98,16.49,0.0,37.66,78.08,65.99,18.47,43.46,67.36,47.08,58.19,50.32,25.0,99.05019999999999,10.86,13.69,38.79,1.0,51.35,45.78,1.0,21.07,0.0,24.6,30.0,5.0,24.0,606433.75,960390.44,4.483,2.495,110533.19,269060.37,0.454,618967.82
87.14,73.82,0.0,0.0,1.0,4.4,26.07,1.0,38.37,50.05,29.84,24.08,6.18,45.64,90.87,39.78,50.32,13.0,49.165000000000006,63.86,57.95,25.77,1.0,8.4,6.58,1.0,36.5,0.0,83.99,24.0,23.0,38.0,388857.46,953198.91,4.657,4.133,467008.81,337102.49,2.863,488468.91
83.18,72.05,1.0,1.0,0.0,44.45,67.14,0.0,12.19,24.67,67.14,14.41,28.87,29.37,49.855000000000004,69.98,54.02,25.0,49.165000000000006,61.8,10.26,12.42,1.0,51.35,10.1,1.0,42.04,0.0,19.13,4.0,21.0,16.0,771674.75,474554.71,2.786,4.427,315633.08,509563.385,0.583,519195.06
90.44,97.23,0.0,0.0,0.0,49.945,74.32,0.0,31.97,42.02,35.24,28.83,41.69,59.56,19.09,81.92,54.23,45.0,65.01,12.03,49.99,89.05,0.0,28.72,51.385,0.0,68.09,0.0,2.09,46.0,34.0,22.0,307429.81,647729.14,4.89,0.341,643994.67,509563.385,4.804,706666.59
80.95,94.12,1.0,0.0,1.0,74.99,22.7,0.0,48.21,50.05,72.91,21.21,48.61,77.96,58.28,53.68,76.02,4.0,80.4,90.47,23.24,19.14,0.0,51.35,15.14,0.0,95.03,0.0,73.65,16.0,23.0,11.0,538748.63,502303.19,0.267,2.371,91747.18,309050.94,4.383,191848.01
54.43,50.39,0.0,0.0,1.0,78.21,93.66,1.0,6.41,24.23,85.48,35.3,32.59,70.58,81.63,80.78,81.71,8.0,58.31,73.14,47.67,48.91,0.0,98.51,51.385,0.0,33.87,0.0,60.2,28.0,39.0,47.0,507706.45,90057.04,0.065,2.119,399875.1,370084.93,0.16,501212.11
